*������� ���������� 	AM1[10]
20,76	0,0580186742000137
20,88	0,0581112148738576
21	0,0582037555477264
21,12	0,0582962962214921
21,24	0,0583888368955172
21,36	0,0584813775695636
21,48	0,0585739182433471
21,6	0,0586664589175179
21,72	0,0587589995916531
21,84	0,0588515402656426
21,96	0,0589440809398383
22,08	0,0590366216139522
22,2	0,0591291622881833
22,32	0,0592217029625992
22,44	0,0593142436367096
22,56	0,0594067843109727
22,68	0,0594993249854561
22,8	0,0595918656599821
22,92	0,0596844063344371
23,04	0,059776947008995
23,16	0,059869487683283
23,28	0,059962028357873
23,4	0,060054569032566
23,52	0,060147109707291
23,64	0,0602396503816749
23,76	0,0603321910564532
23,88	0,0604247317312954
24	0,0605172724060772
24,12	0,0606098130806423
24,24	0,0607023537557936
24,36	0,060794894430483
24,48	0,0608874351055668
24,6	0,0609799757805582
24,72	0,0610725164554964
24,84	0,0611650571305908
24,96	0,0612575978055609
25,08	0,0613501384807478
25,2	0,061442679155828
25,32	0,0615352198311996
25,44	0,0616277605063189
25,56	0,0617203011815661
25,68	0,0618128418567387
25,8	0,0619053825320854
25,92	0,0619979232076844
26,04	0,0620904638831874
26,16	0,0621830045584453
26,28	0,062275545233959
26,4	0,0623680859095757
26,52	0,0624606265849437
26,64	0,0625531672604254
26,76	0,0626457079363725
26,88	0,0627382486119679
27	0,0628307892874247
27,12	0,0629233299631977
27,24	0,0630158706391555
27,36	0,0631084113148397
27,4800000000001	0,0632009519909005
27,6000000000001	0,063293492666773
27,7200000000001	0,0633860333426526
27,8400000000001	0,0634785740185819
27,9600000000001	0,0635711146947422
28,0800000000001	0,0636636553707035
28,2000000000001	0,0637561960468282
28,3200000000001	0,0638487367227896
28,4400000000001	0,0639412773991701
28,5600000000001	0,0640338180752558
28,6800000000001	0,0641263587514338
28,8000000000001	0,0642188994277895
28,9200000000001	0,0643114401040883
29,0400000000001	0,0644039807804369
29,1600000000001	0,0644965214566398
29,2800000000001	0,0645890621331588
29,4000000000001	0,0646816028096957
29,5200000000001	0,0647741434860407
29,6400000000001	0,0648666841625989
29,7600000000001	0,0649592248391642
29,8800000000001	0,0650517655157614
30,0000000000001	0,0651443061924866
30,1200000000001	0,0652368468690447
30,2400000000001	0,0653293875458232
30,3600000000001	0,0654219282225092
30,4800000000001	0,0655144688994405
30,6000000000001	0,0656070095762402
30,7200000000001	0,0656995502531359
30,8400000000001	0,0657920909301239
30,9600000000001	0,065884631606842
31,0800000000001	0,0659771722839757
31,2000000000001	0,066069712961017
31,3200000000001	0,0661622536378381
31,4400000000001	0,0662547943150642
31,5600000000001	0,0663473349922619
31,6800000000001	0,0664398756692322
31,8000000000001	0,0665324163466643
31,9200000000001	0,0666249570237092
32,0400000000001	0,0667174977009424
32,1600000000001	0,0668100383784065
32,2800000000001	0,066902579055558
32,4000000000001	0,066995119733086
32,5200000000001	0,0670876604105217
32,6400000000001	0,0671802010878793
32,7600000000001	0,0672727417655139
32,8800000000001	0,0673652824430349
33,0000000000001	0,0674578231204919
33,1200000000001	0,0675503637982757
33,2400000000001	0,0676429044758677
33,3600000000001	0,0677354451533603
33,4800000000001	0,0678279858313502
33,6000000000001	0,0679205265091127
33,7200000000001	0,0680130671867403
33,84	0,0681056078645668
33,96	0,068198148542379
34,08	0,068290689220305
34,2	0,0683832298981741
34,32	0,0684757705762493
34,44	0,0685683112542108
34,56	0,0686608519323499
34,68	0,0687533926105175
34,8	0,0688459332885927
34,92	0,0689384739667815
35,04	0,0690310146451765
35,16	0,0691235553231735
35,28	0,0692160960015613
35,4	0,0693086366796152
35,52	0,0694011773582233
35,64	0,069493718036604
35,76	0,0695862587147502
35,88	0,0696787993935288
36	0,0697713400718314
36,12	0,0698638807504111
36,24	0,0699564214291826
36,36	0,0700489621075633
36,48	0,0701415027863206
36,6	0,0702340434650068
36,72	0,0703265841437926
36,84	0,0704191248223651
36,96	0,0705116655011864
37,08	0,0706042061801426
37,2	0,0706967468590136
37,32	0,070789287537842
37,44	0,0708818282168266
37,56	0,0709743688956834
37,68	0,0710669095749097
37,8	0,0711594502538873
37,92	0,0712519909329572
38,04	0,0713445316122261
38,16	0,0714370722912037
38,2799999999999	0,0715296129705365
38,3999999999999	0,071622153649912
38,5199999999999	0,0717146943288327
38,6399999999999	0,0718072350083645
38,7599999999999	0,0718997756879034
38,8799999999999	0,0719923163670941
38,9999999999999	0,0720848570465051
39,1199999999999	0,0721773977260796
