*¬ходное напр€жение 	AM1[3]
0,755041999999987	0,000126358401397466
0,755287999999987	0,000127059505143249
0,755533999999986	0,000127763153800383
0,755779999999986	0,000128469346923462
0,756025999999986	0,000129178084023815
0,756271999999986	0,000129889364571449
0,756517999999986	0,000130603187997658
0,756763999999986	0,000131319553689185
0,757009999999986	0,000132038460995789
0,757255999999986	0,000132759909225356
0,757501999999986	0,000133483897646598
0,757747999999986	0,000134210425489428
0,757993999999986	0,000134939491944499
0,758239999999986	0,000135671096164288
0,758485999999986	0,000136405237263206
0,758731999999986	0,000137141914317028
0,758977999999986	0,000137881126365454
0,759223999999986	0,000138622872411176
0,759469999999986	0,000139367151419174
0,759715999999986	0,000140113962319585
0,759961999999986	0,000140863304005821
0,760207999999986	0,000141615175336457
0,760453999999986	0,000142369575134505
0,760699999999986	0,000143126502188994
0,760945999999986	0,000143885955254716
0,761191999999986	0,000144647933051919
0,761437999999986	0,000145412434267766
0,761683999999986	0,000146179457556485
0,761929999999986	0,000146949001539145
0,762175999999986	0,000147721064805404
0,762421999999986	0,000148495645912556
0,762667999999986	0,000149272743385213
0,762913999999986	0,000150052355719298
0,763159999999986	0,000150834481377419
0,763405999999986	0,000151619118792962
0,763651999999985	0,000152406266370741
0,763897999999985	0,000153195922482619
0,764143999999985	0,000153988085474692
0,764389999999985	0,000154782753661368
0,764635999999985	0,000155579925331198
0,764881999999985	0,000156379598742654
0,765127999999985	0,000157181772127783
0,765373999999985	0,00015798644369025
0,765619999999985	0,000158793611608218
0,765865999999985	0,000159603274031699
0,766111999999985	0,000160415429084899
0,766357999999985	0,000161230074867778
0,766603999999985	0,000162047209452997
0,766849999999985	0,000162866830888849
0,767095999999985	0,000163688937199302
0,767341999999985	0,000164513526383169
0,767587999999985	0,000165340596416524
0,767833999999985	0,000166170145251095
0,768079999999985	0,000167002170815216
0,768325999999985	0,000167836671014813
0,768571999999985	0,000168673643733121
0,768817999999985	0,000169513086832387
0,769063999999985	0,00017035499815043
